0.0000	0.0000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
0.0200	9.9800	105.00000000	0.00000000	64.06999969	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.0400	9.9600	105.00003052	0.00002065	64.07007599	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.0600	9.9400	105.00004578	0.00004131	64.07015991	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.0800	9.9200	105.00007629	0.00006196	64.07023621	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.1000	9.9000	105.00009918	0.00008262	64.07031250	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.1200	9.8800	105.00012207	0.00010327	64.07038116	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.1400	9.8600	105.00015259	0.00012392	64.07046509	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.1600	9.8400	105.00016785	0.00014458	64.07054138	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.1800	9.8200	105.00019836	0.00016523	64.07061768	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.2000	9.8000	105.00022125	0.00018589	64.07070160	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.2200	9.7800	105.00024414	0.00020654	64.07077026	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.2400	9.7600	105.00027466	0.00022720	64.07084656	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.2600	9.7400	105.00029755	0.00024785	64.07092285	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
0.2800	9.7200	105.00032043	0.00026851	64.07100677	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.22000000	46.12000000	0.00000000	0.00000000	0.00000000	
