0.0400	-0.00000007	0.00000067	-0.00000169	317211.09375000	5933867.00000000	2309404.50000000	-0.00000005	0.00000066	-0.00000169	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.0600	-0.00000010	0.00000100	-0.00000253	317211.09375000	5933867.00000000	2309404.50000000	-0.00000007	0.00000100	-0.00000253	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.0800	-0.00000013	0.00000133	-0.00000338	317211.09375000	5933867.00000000	2309404.50000000	-0.00000010	0.00000133	-0.00000338	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.1000	-0.00000017	0.00000166	-0.00000422	317211.09375000	5933867.00000000	2309404.50000000	-0.00000012	0.00000166	-0.00000422	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.1200	-0.00000020	0.00000200	-0.00000507	317211.09375000	5933867.00000000	2309404.50000000	-0.00000014	0.00000199	-0.00000507	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.1600	-0.00000027	0.00000266	-0.00000676	317211.09375000	5933867.00000000	2309404.50000000	-0.00000019	0.00000266	-0.00000676	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.1800	-0.00000030	0.00000300	-0.00000760	317211.09375000	5933867.00000000	2309404.50000000	-0.00000022	0.00000299	-0.00000760	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.2000	-0.00000033	0.00000333	-0.00000845	317211.09375000	5933867.00000000	2309404.50000000	-0.00000024	0.00000332	-0.00000845	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.2200	-0.00000037	0.00000366	-0.00000929	317211.09375000	5933867.00000000	2309404.50000000	-0.00000026	0.00000366	-0.00000929	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.2400	-0.00000040	0.00000399	-0.00001014	317211.09375000	5933867.00000000	2309404.50000000	-0.00000029	0.00000399	-0.00001014	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.2600	-0.00000043	0.00000433	-0.00001098	317211.09375000	5933867.00000000	2309404.50000000	-0.00000031	0.00000432	-0.00001098	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.3000	-0.00000050	0.00000499	-0.00001267	317211.09375000	5933867.00000000	2309404.50000000	-0.00000036	0.00000498	-0.00001267	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.3200	-0.00000053	0.00000533	-0.00001352	317211.09375000	5933867.00000000	2309404.50000000	-0.00000038	0.00000532	-0.00001352	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.3400	-0.00000057	0.00000566	-0.00001436	317211.09375000	5933867.00000000	2309404.50000000	-0.00000041	0.00000565	-0.00001436	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.3600	-0.00000060	0.00000599	-0.00001521	317211.09375000	5933867.00000000	2309404.50000000	-0.00000043	0.00000598	-0.00001521	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.3800	-0.00000063	0.00000632	-0.00001605	317211.09375000	5933867.00000000	2309404.50000000	-0.00000046	0.00000631	-0.00001605	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.4200	-0.00000070	0.00000699	-0.00001774	317211.09375000	5933867.00000000	2309404.50000000	-0.00000050	0.00000698	-0.00001774	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.4400	-0.00000073	0.00000732	-0.00001859	317211.09375000	5933867.00000000	2309404.50000000	-0.00000053	0.00000731	-0.00001859	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.4600	-0.00000077	0.00000765	-0.00001943	317211.09375000	5933867.00000000	2309404.50000000	-0.00000055	0.00000764	-0.00001943	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.4800	-0.00000080	0.00000799	-0.00002028	317211.09375000	5933867.00000000	2309404.50000000	-0.00000057	0.00000798	-0.00002028	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.5000	-0.00000083	0.00000832	-0.00002112	317211.09375000	5933867.00000000	2309404.50000000	-0.00000060	0.00000831	-0.00002112	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.5400	-0.00000090	0.00000899	-0.00002281	317211.09375000	5933867.00000000	2309404.50000000	-0.00000065	0.00000897	-0.00002281	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.5600	-0.00000093	0.00000932	-0.00002366	317211.09375000	5933867.00000000	2309404.50000000	-0.00000067	0.00000931	-0.00002366	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.5800	-0.00000097	0.00000965	-0.00002450	317211.09375000	5933867.00000000	2309404.50000000	-0.00000069	0.00000964	-0.00002450	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.6000	-0.00000100	0.00000998	-0.00002535	317211.09375000	5933867.00000000	2309404.50000000	-0.00000072	0.00000997	-0.00002535	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.6200	-0.00000103	0.00001032	-0.00002619	317211.09375000	5933867.00000000	2309404.50000000	-0.00000074	0.00001030	-0.00002619	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
0.6600	-0.00000110	0.00001098	-0.00002788	317211.09375000	5933867.00000000	2309404.50000000	-0.00000079	0.00001097	-0.00002788	317211.09375000	5933867.00000000	2309404.50000000	9.78725147	  9.79	0.00	1580	
